m/z,RT1_center,RT2_center
262.0,7312.336,1.392
260.0,7452.496,1.304
260.0,7350.88,1.4
259.0,7445.488,1.312
258.0,7245.76,1.408
257.0,7263.28,1.408
256.0,7441.984,1.368
232.0,8027.152,1.712
464.0,6979.456,1.624
206.0,7526.08,2.088
212.0,6818.272,1.336
214.0,6527.44,1.576
214.0,6772.72,1.48
214.0,6618.544,1.52
204.0,7522.576,2.496
203.0,7533.088,2.096
232.0,7589.152,1.672
232.0,7536.592,1.648
230.0,7305.328,1.392
228.0,7259.776,1.504
226.0,7529.584,1.256
226.0,7081.072,1.592
226.0,7018.0,1.6
225.0,7326.352,1.528
225.0,7270.288,1.464
224.0,7456.0,1.376
224.0,7392.928,1.456
232.0,7953.568,1.56
159.0,5795.104,1.056
196.0,6601.024,1.512
212.0,7067.056,1.64
229.0,8254.912,2.136
118.0,5073.28,1.112
65.0,7172.176,1.184
63.0,7638.208,1.824
246.0,8286.448,2.0
140.0,5360.608,1.584
233.0,8391.568,1.52
234.0,8195.344,1.928
230.0,8261.92,2.16
145.0,6587.008,2.12
145.0,7687.264,2.448
146.0,4344.448,1.224
146.0,7540.096,2.28
159.0,5230.96,1.056
147.0,4813.984,1.776
161.0,5689.984,1.416
161.0,7536.592,2.264
161.0,7645.216,2.24
162.0,7641.712,2.232
149.0,6692.128,2.048
149.0,7540.096,2.28
144.0,7042.528,2.44
144.0,5630.416,1.136
144.0,5378.128,1.08
144.0,4835.008,1.648
155.0,5521.792,1.368
155.0,5441.2,1.512
155.0,5171.392,1.632
152.0,7540.096,2.256
149.0,7687.264,2.328
140.0,5244.976,1.464
140.0,4835.008,1.664
140.0,4235.824,2.496
140.0,3300.256,1.392
151.0,5171.392,1.64
150.0,9036.304,1.192
150.0,6558.976,2.4
149.0,9036.304,1.272
140.0,5437.696,1.512
159.0,5507.776,1.04
159.0,5619.904,1.008
159.0,5865.184,1.032
159.0,5931.76,1.016
172.0,5647.936,1.184
172.0,6015.856,1.584
172.0,7540.096,2.296
172.0,7687.264,2.352
163.0,7536.592,2.296
163.0,7645.216,2.24
164.0,4375.984,1.144
164.0,5406.16,1.496
164.0,5626.912,1.496
164.0,6096.448,1.544
144.0,6212.08,1.04
151.0,5479.744,1.92
151.0,5626.912,1.616
151.0,6558.976,2.4
151.0,7687.264,2.344
152.0,5479.744,1.92
166.0,5409.664,1.496
166.0,6846.304,1.816
167.0,5262.496,1.376
167.0,5409.664,1.496
155.0,5626.912,1.608
156.0,5244.976,1.472
156.0,5504.272,1.528
157.0,5434.192,1.52
158.0,5160.88,1.208
158.0,6604.528,2.016
164.0,7645.216,2.256
134.0,4141.216,2.224
136.0,2991.904,1.192
136.0,4134.208,2.2
120.0,4656.304,1.056
121.0,7385.92,1.04
122.0,3952.0,1.192
122.0,5623.408,1.608
122.0,6555.472,2.384
138.0,4589.728,1.504
138.0,4747.408,1.64
138.0,4835.008,1.656
138.0,6236.608,1.824
123.0,7540.096,2.288
123.0,7687.264,2.344
159.0,5577.856,1.032
124.0,6692.128,2.072
124.0,7540.096,2.288
124.0,7687.264,2.352
125.0,5111.824,1.04
118.0,5227.456,1.056
118.0,5924.752,1.128
118.0,6124.48,1.248
119.0,4127.2,1.048
119.0,4344.448,1.048
126.0,5626.912,1.608
126.0,6555.472,2.376
130.0,5160.88,1.208
132.0,3759.28,1.216
119.0,6124.48,1.24
124.0,5623.408,1.6
144.0,9109.888,2.896
144.0,9225.52,3.296
136.0,4449.568,1.168
137.0,6604.528,2.032
137.0,6692.128,2.072
137.0,7641.712,2.224
138.0,4050.112,1.68
148.0,4750.912,1.688
148.0,4813.984,1.776
148.0,7540.096,2.288
148.0,7687.264,2.312
138.0,6615.04,2.064
138.0,6692.128,2.128
138.0,7641.712,2.24
132.0,5237.968,1.016
139.0,5167.888,1.624
139.0,5500.768,1.528
139.0,6692.128,2.128
125.0,5626.912,1.608
125.0,6555.472,2.376
125.0,6692.128,2.056
125.0,7540.096,2.272
126.0,5167.888,1.624
140.0,6608.032,2.072
140.0,6692.128,2.144
143.0,6057.904,1.008
144.0,4747.408,1.632
132.0,4502.128,1.12
132.0,4894.576,1.128
132.0,5150.368,1.04
139.0,2795.68,0.856
284.0,6467.872,1.264
290.0,6467.872,1.264
291.0,9036.304,1.168
225.0,8622.832,2.392
226.0,8622.832,2.416
227.0,8405.584,2.432
227.0,8570.272,2.624
227.0,8622.832,2.424
229.0,7771.36,1.928
229.0,8584.288,2.344
206.0,7333.36,1.8
206.0,7687.264,2.328
208.0,7645.216,2.24
209.0,7641.712,2.224
119.0,4775.44,1.008
232.0,7645.216,1.728
232.0,7715.296,1.792
232.0,8370.544,1.952
232.0,8419.6,1.968
214.0,4495.12,1.024
214.0,4842.016,1.624
214.0,5626.912,1.56
214.0,7259.776,1.72
214.0,8601.808,2.208
215.0,8524.72,2.024
217.0,7645.216,1.888
187.0,7540.096,2.288
187.0,7876.48,2.176
188.0,7074.064,1.936
211.0,8086.72,2.264
38.0,5171.392,1.632
246.0,8724.448,1.464
247.0,6467.872,1.256
248.0,8612.32,2.256
248.0,8773.504,1.864
248.0,9148.432,2.936
297.0,8514.208,1.48
303.0,8111.248,3.192
304.0,9036.304,1.176
376.0,7326.352,1.296
426.0,6688.624,2.048
426.0,7249.264,1.392
464.0,7683.76,2.408
229.0,8633.344,2.224
280.0,9036.304,1.216
231.0,7035.52,1.536
231.0,7242.256,1.08
231.0,7270.288,3.152
234.0,8496.688,2.624
241.0,8363.536,1.072
242.0,8608.816,2.224
242.0,8784.016,1.864
243.0,6050.896,1.016
244.0,8510.704,2.008
244.0,8601.808,2.064
217.0,7943.056,2.208
218.0,7273.792,1.696
218.0,7711.792,2.112
218.0,7764.352,2.272
